Unnamed: 0	품목분류코드	한글_명	영문_명	이명	정의	레벨	상위_품목_코드	최상위_품목_코드	비고	종류	code
1106	A0500502408000	로건과일냉동				5	A0500502400000	A0000000000000		nan	N
1107	A0500502500000	가시여지	soursop	"구아바야나, 사우얼솝, guanabana"		4	A0500500000000	A0000000000000	열매	nan	N
1108	A0500502504000	가시여지건조	soursop	"구아바야나, 사우얼솝, guanabana"		5	A0500502500000	A0000000000000	열매	nan	N
1109	A0500502508000	가시여지냉동	soursop	"구아바야나, 사우얼솝, guanabana"		5	A0500502500000	A0000000000000	열매	nan	N
1110	A0500502600000	기타열대과일류				4	A0500500000000	A0000000000000		nan	N
1111	A0500502604000	기타열대과일류건조				5	A0500502600000	A0000000000000		nan	N
1112	A0500502608000	기타열대과일류냉동				5	A0500502600000	A0000000000000		nan	N
1113	A0500600000000	기타과실류				3	A0500000000000	A0000000000000		nan	N
1114	A0500600004000	기타과실류건조				4	A0500600000000	A0000000000000		nan	N
1115	A0500600008000	기타과실류냉동				4	A0500600000000	A0000000000000		nan	N
1116	A0600000000000	채소류				2	A0000000000000	A0000000000000		nan	N
1117	A0600100000000	결구 엽채류				3	A0600000000000	A0000000000000		nan	N
1118	A0600100100000	배추				4	A0600100000000	A0000000000000		nan	N
1119	A0600100100000	봄배추				5	A0600100100000	A0000000000000		봄배추	Y000000000027C
1120	A0600100100000	여름배추				5	A0600100100000	A0000000000000		여름배추	Y000000000027D
1121	A0600100100000	김장(가을)배추				5	A0600100100000	A0000000000000		김장(가을)배추	Y000000000027E
1122	A0600100100000	월동배추				5	A0600100100000	A0000000000000		월동배추	Y000000000027F
1123	A0600100100000	고냉지배추				5	A0600100100000	A0000000000000		고냉지배추	Y0000000000280
1124	A0600100100000	저장배추				5	A0600100100000	A0000000000000		저장배추	Y0000000000281
1125	A0600100100000	생채용배추				5	A0600100100000	A0000000000000		생채용배추	Y0000000000282
1126	A0600100100000	쌈(알배기)배추				5	A0600100100000	A0000000000000		쌈(알배기)배추	Y0000000000283
1127	A0600100100000	우거지				5	A0600100100000	A0000000000000		우거지	Y0000000000284
1128	A0600100100000	배추뿌리				5	A0600100100000	A0000000000000		배추뿌리	Y0000000000285
1129	A0600100100000	절임배추				5	A0600100100000	A0000000000000		절임배추	Y0000000000286
1130	A0600100100000	배양채				5	A0600100100000	A0000000000000		배양채	Y0000000000287
1131	A0600100104000	배추건조				5	A0600100100000	A0000000000000		nan	N
1132	A0600100108000	배추냉동				5	A0600100100000	A0000000000000		nan	N
1133	A0600100200000	양배추				4	A0600100000000	A0000000000000		nan	N
1134	A0600100204000	양배추건조				5	A0600100200000	A0000000000000		nan	N
1135	A0600100208000	양배추냉동				5	A0600100200000	A0000000000000		nan	N
1136	A0600100300000	브로콜리		"브로코리, 녹색꽃양배추"		4	A0600100000000	A0000000000000		nan	N
1137	A0600100300000	뉴그린		"브로코리, 녹색꽃양배추"		5	A0600100300000	A0000000000000		뉴그린	Y0000000000288
1138	A0600100300000	로마네스크		"브로코리, 녹색꽃양배추"		5	A0600100300000	A0000000000000		로마네스크	Y0000000000289
1139	A0600100304000	브로콜리건조				5	A0600100300000	A0000000000000		nan	N
1140	A0600100308000	브로콜리냉동				5	A0600100300000	A0000000000000		nan	N
1141	A0600100400000	기타 결구 엽채류				4	A0600100000000	A0000000000000		nan	N
1142	A0600100404000	기타 결구 엽채류건조				5	A0600100400000	A0000000000000		nan	N
1143	A0600100408000	기타 결구 엽채류냉동				5	A0600100400000	A0000000000000		nan	N
1144	A0600200000000	엽채류				3	A0600000000000	A0000000000000		nan	N
1145	A0600200100000	엇갈이배추				4	A0600200000000	A0000000000000		nan	N
1146	A0600200104000	엇갈이배추건조				5	A0600200100000	A0000000000000		nan	N
1147	A0600200108000	엇갈이배추냉동				5	A0600200100000	A0000000000000		nan	N
1148	A0600200200000	쌈배추				4	A0600200000000	A0000000000000		nan	N
1149	A0600200204000	쌈배추건조				5	A0600200200000	A0000000000000		nan	N
1150	A0600200208000	쌈배추냉동				5	A0600200200000	A0000000000000		nan	N
1151	A0600200300000	봄동				4	A0600200000000	A0000000000000		nan	N
1152	A0600200304000	봄동건조				5	A0600200300000	A0000000000000		nan	N
1153	A0600200308000	봄동냉동				5	A0600200300000	A0000000000000		nan	N
1154	A0600200400000	상추				4	A0600200000000	A0000000000000		nan	N
1155	A0600200400000	청상추(로메인)				5	A0600200400000	A0000000000000		청상추(로메인)	Y000000000028A
1156	A0600200400000	적상추				5	A0600200400000	A0000000000000		적상추	Y000000000028B
1157	A0600200400000	청포기				5	A0600200400000	A0000000000000		청포기	Y000000000028C
1158	A0600200400000	적포기				5	A0600200400000	A0000000000000		적포기	Y000000000028D
1159	A0600200400000	포기찹				5	A0600200400000	A0000000000000		포기찹	Y000000000028E
1160	A0600200400000	흑적				5	A0600200400000	A0000000000000		흑적	Y000000000028F
1161	A0600200400000	상추솎음				5	A0600200400000	A0000000000000		상추솎음	Y0000000000290
1162	A0600200400000	수경상추				5	A0600200400000	A0000000000000		수경상추	Y0000000000291
1163	A0600200400000	상추순				5	A0600200400000	A0000000000000		상추순	Y0000000000292
1164	A0600200400000	쫑상추				5	A0600200400000	A0000000000000		쫑상추	Y0000000000293
1165	A0600200400000	꽃적상추				5	A0600200400000	A0000000000000		꽃적상추	Y0000000000294
1166	A0600200400000	백상추				5	A0600200400000	A0000000000000		백상추	Y0000000000295
1167	A0600200400000	치마상추				5	A0600200400000	A0000000000000		치마상추	Y0000000000296
1168	A0600200400000	토말린				5	A0600200400000	A0000000000000		토말린	Y0000000000297
1169	A0600200400000	줄기상추				5	A0600200400000	A0000000000000		줄기상추	Y0000000000298
1170	A0600200404000	상추건조				5	A0600200400000	A0000000000000		nan	N
1171	A0600200408000	상추냉동				5	A0600200400000	A0000000000000		nan	N
1172	A0600200500000	양상추				4	A0600200000000	A0000000000000		nan	N
1173	A0600200500000	샤니레타스				5	A0600200500000	A0000000000000		샤니레타스	Y0000000000299
1174	A0600200500000	그린레타스				5	A0600200500000	A0000000000000		그린레타스	Y000000000029A
1175	A0600200500000	오크리프				5	A0600200500000	A0000000000000		오크리프	Y000000000029B
1176	A0600200500000	생채				5	A0600200500000	A0000000000000		생채	Y000000000029C
1177	A0600200500000	롤라로사				5	A0600200500000	A0000000000000		롤라로사	Y000000000029D
1178	A0600200500000	샐러드바울				5	A0600200500000	A0000000000000		샐러드바울	Y000000000029E
1179	A0600200500000	아이비스				5	A0600200500000	A0000000000000		아이비스	Y000000000029F
1180	A0600200504000	양상추건조				5	A0600200500000	A0000000000000		nan	N
1181	A0600200504000	미니로메인				6	A0600200504000	A0000000000000		미니로메인	Y00000000002A0
1182	A0600200504000	적오크리프				6	A0600200504000	A0000000000000		적오크리프	Y00000000002A1
1183	A0600200504000	아이스퀸				6	A0600200504000	A0000000000000		아이스퀸	Y00000000002A2
1184	A0600200508000	양상추냉동				5	A0600200500000	A0000000000000		nan	N
1185	A0600200600000	시금치				4	A0600200000000	A0000000000000		nan	N
1186	A0600200600000	섬초시금치				5	A0600200600000	A0000000000000		섬초시금치	Y00000000002A3
1187	A0600200600000	포항초시금치				5	A0600200600000	A0000000000000		포항초시금치	Y00000000002A4
1188	A0600200600000	바우새시금치				5	A0600200600000	A0000000000000		바우새시금치	Y00000000002A5
1189	A0600200600000	육지초시금치				5	A0600200600000	A0000000000000		육지초시금치	Y00000000002A6
1190	A0600200600000	킹시금치				5	A0600200600000	A0000000000000		킹시금치	Y00000000002A7
1191	A0600200604000	시금치건조				5	A0600200600000	A0000000000000		nan	N
1192	A0600200608000	시금치냉동				5	A0600200600000	A0000000000000		nan	N
1193	A0600200700000	들깻잎		깻잎		4	A0600200000000	A0000000000000		nan	N
1194	A0600200700000	삶은깻잎		깻잎		5	A0600200700000	A0000000000000		삶은깻잎	Y00000000002A8
1195	A0600200700000	깻잎순		깻잎		5	A0600200700000	A0000000000000		깻잎순	Y00000000002A9
1196	A0600200700000	깻단		깻잎		5	A0600200700000	A0000000000000		깻단	Y00000000002AA
1197	A0600200700000	깨송이		깻잎		5	A0600200700000	A0000000000000		깨송이	Y00000000002AB
1198	A0600200704000	들깻잎건조				5	A0600200700000	A0000000000000		nan	N
1199	A0600200708000	들깻잎냉동				5	A0600200700000	A0000000000000		nan	N
1200	A0600200800000	쑥갓				4	A0600200000000	A0000000000000		nan	N
1201	A0600200804000	쑥갓건조				5	A0600200800000	A0000000000000		nan	N
1202	A0600200808000	쑥갓냉동				5	A0600200800000	A0000000000000		nan	N
1203	A0600200900000	아욱		동규자		4	A0600200000000	A0000000000000		nan	N
1204	A0600200904000	아욱건조		동규자		5	A0600200900000	A0000000000000		nan	N
1205	A0600200908000	아욱냉동		동규자		5	A0600200900000	A0000000000000		nan	N
1206	A0600201000000	근대				4	A0600200000000	A0000000000000		nan	N
1207	A0600201000000	적근대				5	A0600201000000	A0000000000000		적근대	Y00000000002AC
1208	A0600201000000	백근대				5	A0600201000000	A0000000000000		백근대	Y00000000002AD
1209	A0600201000000	근대순				5	A0600201000000	A0000000000000		근대순	Y00000000002AE
1210	A0600201004000	근대건조				5	A0600201000000	A0000000000000		nan	N
1211	A0600201008000	근대냉동				5	A0600201000000	A0000000000000		nan	N
1212	A0600201100000	머위				4	A0600200000000	A0000000000000		nan	N
1213	A0600201104000	머위건조				5	A0600201100000	A0000000000000		nan	N
1214	A0600201108000	머위냉동				5	A0600201100000	A0000000000000		nan	N
1215	A0600201200000	무(잎)				4	A0600200000000	A0000000000000		nan	N
1216	A0600201204000	무(잎)건조				5	A0600201200000	A0000000000000		nan	N
1217	A0600201208000	무(잎)냉동				5	A0600201200000	A0000000000000		nan	N
1218	A0600201300000	취나물				4	A0600200000000	A0000000000000		nan	N
1219	A0600201304000	취나물건조				5	A0600201300000	A0000000000000		nan	N
1220	A0600201308000	취나물냉동				5	A0600201300000	A0000000000000		nan	N
1221	A0600201400000	고춧잎				4	A0600200000000	A0000000000000		nan	N
1222	A0600201404000	고춧잎건조				5	A0600201400000	A0000000000000		nan	N
1223	A0600201408000	고춧잎냉동				5	A0600201400000	A0000000000000		nan	N
1224	A0600201500000	참나물				4	A0600200000000	A0000000000000		nan	N
1225	A0600201504000	참나물건조				5	A0600201500000	A0000000000000		nan	N
1226	A0600201508000	참나물냉동				5	A0600201500000	A0000000000000		nan	N
1227	A0600201600000	케일				4	A0600200000000	A0000000000000		nan	N
1228	A0600201600000	쌈케일				5	A0600201600000	A0000000000000		쌈케일	Y00000000002AF
1229	A0600201600000	컬트케일				5	A0600201600000	A0000000000000		컬트케일	Y00000000002B0
1230	A0600201600000	레드케일				5	A0600201600000	A0000000000000		레드케일	Y00000000002B1
1231	A0600201600000	로즈				5	A0600201600000	A0000000000000		로즈	Y00000000002B2
1232	A0600201600000	백로즈				5	A0600201600000	A0000000000000		백로즈	Y00000000002B3
1233	A0600201600000	적로즈				5	A0600201600000	A0000000000000		적로즈	Y00000000002B4
1234	A0600201600000	그린로즈				5	A0600201600000	A0000000000000		그린로즈	Y00000000002B5
1235	A0600201600000	로얄채				5	A0600201600000	A0000000000000		로얄채	Y00000000002B6
1236	A0600201604000	케일건조				5	A0600201600000	A0000000000000		nan	N
1237	A0600201608000	케일냉동				5	A0600201600000	A0000000000000		nan	N
1238	A0600201700000	청경채				4	A0600200000000	A0000000000000		nan	N
1239	A0600201704000	청경채건조				5	A0600201700000	A0000000000000		nan	N
1240	A0600201708000	청경채냉동				5	A0600201700000	A0000000000000		nan	N
1241	A0600201800000	갓				4	A0600200000000	A0000000000000		nan	N
1242	A0600201800000	청갓				5	A0600201800000	A0000000000000		청갓	Y00000000002B7
1243	A0600201800000	홍갓				5	A0600201800000	A0000000000000		홍갓	Y00000000002B8
1244	A0600201800000	반청갓				5	A0600201800000	A0000000000000		반청갓	Y00000000002B9
1245	A0600201800000	돌갓				5	A0600201800000	A0000000000000		돌갓	Y00000000002BA
1246	A0600201800000	돌산갓				5	A0600201800000	A0000000000000		돌산갓	Y00000000002BB
1247	A0600201800000	뿌리갓				5	A0600201800000	A0000000000000		뿌리갓	Y00000000002BC
1248	A0600201804000	갓건조				5	A0600201800000	A0000000000000		nan	N
1249	A0600201808000	갓냉동				5	A0600201800000	A0000000000000		nan	N
1250	A0600201900000	냉이				4	A0600200000000	A0000000000000		nan	N
1251	A0600201900000	일반냉이				5	A0600201900000	A0000000000000		일반냉이	Y00000000002BD
1252	A0600201900000	황색냉이				5	A0600201900000	A0000000000000		황색냉이	Y00000000002BE
1253	A0600201904000	냉이건조				5	A0600201900000	A0000000000000		nan	N
1254	A0600201908000	냉이냉동				5	A0600201900000	A0000000000000		nan	N
1255	A0600202000000	치커리(잎)		국거		4	A0600200000000	A0000000000000		nan	N
1256	A0600202004000	치커리(잎)건조		국거		5	A0600202000000	A0000000000000		nan	N
1257	A0600202008000	치커리(잎)냉동		국거		5	A0600202000000	A0000000000000		nan	N
1258	A0600202100000	앤디브				4	A0600200000000	A0000000000000		nan	N
1259	A0600202104000	앤디브건조				5	A0600202100000	A0000000000000		nan	N
1260	A0600202108000	앤디브냉동				5	A0600202100000	A0000000000000		nan	N
1261	A0600202200000	파슬리		파세리		4	A0600200000000	A0000000000000		nan	N
1262	A0600202204000	파슬리건조				5	A0600202200000	A0000000000000		nan	N
1263	A0600202208000	파슬리냉동				5	A0600202200000	A0000000000000		nan	N
1264	A0600202300000	호박잎				4	A0600200000000	A0000000000000		nan	N
1265	A0600202304000	호박잎건조				5	A0600202300000	A0000000000000		nan	N
1266	A0600202308000	호박잎냉동				5	A0600202300000	A0000000000000		nan	N
1267	A0600202400000	신선초		"신립초, 명일엽"		4	A0600200000000	A0000000000000		nan	N
1268	A0600202404000	신선초건조		"신립초, 명일엽"		5	A0600202400000	A0000000000000		nan	N
1269	A0600202408000	신선초냉동		"신립초, 명일엽"		5	A0600202400000	A0000000000000		nan	N
1270	A0600202500000	고추냉이(잎)				4	A0600200000000	A0000000000000		nan	N
1271	A0600202504000	고추냉이(잎)건조				5	A0600202500000	A0000000000000		nan	N
1272	A0600202508000	고추냉이(잎)냉동				5	A0600202500000	A0000000000000		nan	N
1273	A0600202600000	비름나물				4	A0600200000000	A0000000000000		nan	N
1274	A0600202604000	비름나물건조				5	A0600202600000	A0000000000000		nan	N
1275	A0600202608000	비름나물냉동				5	A0600202600000	A0000000000000		nan	N
1276	A0600202700000	씀바귀				4	A0600200000000	A0000000000000		nan	N
1277	A0600202704000	씀바귀건조				5	A0600202700000	A0000000000000		nan	N
1278	A0600202708000	씀바귀냉동				5	A0600202700000	A0000000000000		nan	N
1279	A0600202800000	우엉(잎)				4	A0600200000000	A0000000000000		nan	N
1280	A0600202804000	우엉(잎)건조				5	A0600202800000	A0000000000000		nan	N
1281	A0600202808000	우엉(잎)냉동				5	A0600202800000	A0000000000000		nan	N
1282	A0600202900000	겨자채				4	A0600200000000	A0000000000000		nan	N
1283	A0600202904000	겨자채건조				5	A0600202900000	A0000000000000		nan	N
1284	A0600202908000	겨자채냉동				5	A0600202900000	A0000000000000		nan	N
1285	A0600203000000	뉴그린				4	A0600200000000	A0000000000000		nan	N
1286	A0600203004000	뉴그린건조				5	A0600203000000	A0000000000000		nan	N
1287	A0600203008000	뉴그린냉동				5	A0600203000000	A0000000000000		nan	N
1288	A0600203100000	다청채				4	A0600200000000	A0000000000000		nan	N
1289	A0600203104000	다청채건조				5	A0600203100000	A0000000000000		nan	N
1290	A0600203108000	다청채냉동				5	A0600203100000	A0000000000000		nan	N
1291	A0600203200000	참당귀		당귀잎		4	A0600200000000	A0000000000000		nan	N
1292	A0600203204000	참당귀건조		당귀잎		5	A0600203200000	A0000000000000		nan	N
1293	A0600203208000	참당귀냉동		당귀잎		5	A0600203200000	A0000000000000		nan	N
1294	A0600203300000	쑥				4	A0600200000000	A0000000000000		nan	N
1295	A0600203304000	쑥건조				5	A0600203300000	A0000000000000		nan	N
1296	A0600203308000	쑥냉동				5	A0600203300000	A0000000000000		nan	N
1297	A0600203300813	쑥가루		쑥분말		5	A0600203300000	A0000000000000		nan	N
1298	A0600203400000	둥굴레(잎)				4	A0600200000000	A0000000000000		nan	N
1299	A0600203404000	둥굴레(잎)건조				5	A0600203400000	A0000000000000		nan	N
1300	A0600203408000	둥굴레(잎)냉동				5	A0600203400000	A0000000000000		nan	N
1301	A0600203500000	캐모마일		카밀레		4	A0600200000000	A0000000000000		nan	N
1302	A0600203504000	캐모마일건조		카밀레		5	A0600203500000	A0000000000000		nan	N
1303	A0600203508000	캐모마일냉동		카밀레		5	A0600203500000	A0000000000000		nan	N
1304	A0600203600000	코카(잎)				4	A0600200000000	A0000000000000		nan	N
1305	A0600203604000	코카(잎)건조				5	A0600203600000	A0000000000000		nan	N
1306	A0600203608000	코카(잎)냉동				5	A0600203600000	A0000000000000		nan	N
1307	A0600203700000	수국				4	A0600200000000	A0000000000000	잎	nan	N
1308	A0600203704000	수국건조				5	A0600203700000	A0000000000000	잎	nan	N
1309	A0600203708000	수국냉동				5	A0600203700000	A0000000000000	잎	nan	N
1310	A0600203800000	첨차		텐차		4	A0600200000000	A0000000000000	잎	nan	N
1311	A0600203804000	첨차건조		텐차		5	A0600203800000	A0000000000000	잎	nan	N
1312	A0600203808000	첨차냉동		텐차		5	A0600203800000	A0000000000000	잎	nan	N
1313	A0600203900000	허니부쉬		Honey bush		4	A0600200000000	A0000000000000	잎	nan	N
1314	A0600203904000	허니부쉬건조		Honey bush		5	A0600203900000	A0000000000000	잎	nan	N
1315	A0600203908000	허니부쉬냉동		Honey bush		5	A0600203900000	A0000000000000	잎	nan	N
1316	A0600204000000	곰취				4	A0600200000000	A0000000000000		nan	N
1317	A0600204004000	곰취건조				5	A0600204000000	A0000000000000		nan	N
1318	A0600204008000	곰취냉동				5	A0600204000000	A0000000000000		nan	N
1319	A0600204100000	모시풀		Ramie		4	A0600200000000	A0000000000000	어린순	nan	N
1320	A0600204104000	모시풀건조		Ramie		5	A0600204100000	A0000000000000	어린순	nan	N
1321	A0600204108000	모시풀냉동		Ramie		5	A0600204100000	A0000000000000	어린순	nan	N
1322	A0600204200000	사철쑥		"인진호, 인진"		4	A0600200000000	A0000000000000	지상부	nan	N
1323	A0600204204000	사철쑥건조		"인진호, 인진"		5	A0600204200000	A0000000000000	지상부	nan	N
1324	A0600204208000	사철쑥냉동		"인진호, 인진"		5	A0600204200000	A0000000000000	지상부	nan	N
1325	A0600204300000	소나무(잎)				4	A0600200000000	A0000000000000		nan	N
1326	A0600204304000	소나무(잎)건조				5	A0600204300000	A0000000000000		nan	N
1327	A0600204308000	소나무(잎)냉동				5	A0600204300000	A0000000000000		nan	N
1328	A0600204400000	참취(어린잎)		취		4	A0600200000000	A0000000000000		nan	N
1329	A0600204404000	참취(어린잎)건조		취		5	A0600204400000	A0000000000000		nan	N
1330	A0600204408000	참취(어린잎)냉동		취		5	A0600204400000	A0000000000000		nan	N
1331	A0600204500000	두메부추(어린잎)				4	A0600200000000	A0000000000000		nan	N
1332	A0600204504000	두메부추(어린잎)건조				5	A0600204500000	A0000000000000		nan	N
1333	A0600204508000	두메부추(어린잎)냉동				5	A0600204500000	A0000000000000		nan	N
1334	A0600204600000	수리취(어린잎)				4	A0600200000000	A0000000000000		nan	N
1335	A0600204604000	수리취(어린잎)건조				5	A0600204600000	A0000000000000		nan	N
1336	A0600204608000	수리취(어린잎)냉동				5	A0600204600000	A0000000000000		nan	N
1337	A0600204700000	쑥부쟁이(어린잎)				4	A0600200000000	A0000000000000		nan	N
1338	A0600204704000	쑥부쟁이(어린잎)건조				5	A0600204700000	A0000000000000		nan	N
1339	A0600204708000	쑥부쟁이(어린잎)냉동				5	A0600204700000	A0000000000000		nan	N
1340	A0600204800000	제비쑥(어린잎)				4	A0600200000000	A0000000000000		nan	N
1341	A0600204804000	제비쑥(어린잎)건조				5	A0600204800000	A0000000000000		nan	N
1342	A0600204808000	제비쑥(어린잎)냉동				5	A0600204800000	A0000000000000		nan	N
1343	A0600204900000	물쑥(어린잎)				4	A0600200000000	A0000000000000		nan	N
1344	A0600204904000	물쑥(어린잎)건조				5	A0600204900000	A0000000000000		nan	N
1345	A0600204908000	물쑥(어린잎)냉동				5	A0600204900000	A0000000000000		nan	N
1346	A0600205000000	섬쑥부쟁이(어린잎)				4	A0600200000000	A0000000000000		nan	N
1347	A0600205004000	섬쑥부쟁이(어린잎)건조				5	A0600205000000	A0000000000000		nan	N
1348	A0600205008000	섬쑥부쟁이(어린잎)냉동				5	A0600205000000	A0000000000000		nan	N
1349	A0600205100000	개사철쑥				4	A0600200000000	A0000000000000	어린순	nan	N
1350	A0600205104000	개사철쑥건조				5	A0600205100000	A0000000000000	어린순	nan	N
1351	A0600205108000	개사철쑥냉동				5	A0600205100000	A0000000000000	어린순	nan	N
1352	A0600205200000	곤달비(어린잎)				4	A0600200000000	A0000000000000		nan	N
1353	A0600205204000	곤달비(어린잎)건조				5	A0600205200000	A0000000000000		nan	N
1354	A0600205208000	곤달비(어린잎)냉동				5	A0600205200000	A0000000000000		nan	N
1355	A0600205300000	병풀		Gotu Kola		4	A0600200000000	A0000000000000		nan	N
1356	A0600205304000	병풀건조		Gotu Kola		5	A0600205300000	A0000000000000		nan	N
1357	A0600205308000	병풀냉동		Gotu Kola		5	A0600205300000	A0000000000000		nan	N
1358	A0600205400000	약쑥(어린잎)		애엽		4	A0600200000000	A0000000000000		nan	N
1359	A0600205404000	약쑥(어린잎)건조		애엽		5	A0600205400000	A0000000000000		nan	N
1360	A0600205408000	약쑥(어린잎)냉동		애엽		5	A0600205400000	A0000000000000		nan	N
1361	A0600205500000	배암차즈기		뱀배추		4	A0600200000000	A0000000000000		nan	N
1362	A0600205504000	배암차즈기건조		뱀배추		5	A0600205500000	A0000000000000		nan	N
1363	A0600205508000	배암차즈기냉동		뱀배추		5	A0600205500000	A0000000000000		nan	N
1364	A0600205600000	산마늘				4	A0600200000000	A0000000000000		nan	N
1365	A0600205604000	산마늘건조				5	A0600205600000	A0000000000000		nan	N
1366	A0600205608000	산마늘냉동				5	A0600205600000	A0000000000000		nan	N
1367	A0600205700000	칡				4	A0600200000000	A0000000000000		nan	N
1368	A0600205704000	칡건조				5	A0600205700000	A0000000000000		nan	N
1369	A0600205708000	칡냉동				5	A0600205700000	A0000000000000		nan	N
1370	A0600205800000	대잎둥굴레				4	A0600200000000	A0000000000000	어린잎	nan	N
1371	A0600205804000	대잎둥굴레건조				5	A0600205800000	A0000000000000	어린잎	nan	N
1372	A0600205808000	대잎둥굴레냉동				5	A0600205800000	A0000000000000	어린잎	nan	N
1373	A0600205900000	모싯대		제니		4	A0600200000000	A0000000000000		nan	N
1374	A0600205904000	모싯대건조		제니		5	A0600205900000	A0000000000000		nan	N
1375	A0600205908000	모싯대냉동		제니		5	A0600205900000	A0000000000000		nan	N
1376	A0600206000000	서양산사자				4	A0600200000000	A0000000000000		nan	N
1377	A0600206004000	서양산사자건조				5	A0600206000000	A0000000000000		nan	N
1378	A0600206008000	서양산사자냉동				5	A0600206000000	A0000000000000		nan	N
1379	A0600206100000	우슬				4	A0600200000000	A0000000000000		nan	N
1380	A0600206104000	우슬건조				5	A0600206100000	A0000000000000		nan	N
1381	A0600206108000	우슬냉동				5	A0600206100000	A0000000000000		nan	N
1382	A0600206200000	으아리		위령선		4	A0600200000000	A0000000000000	어린잎	nan	N
1383	A0600206204000	으아리건조		위령선		5	A0600206200000	A0000000000000	어린잎	nan	N
1384	A0600206208000	으아리냉동		위령선		5	A0600206200000	A0000000000000	어린잎	nan	N
1385	A0600206300000	전호				4	A0600200000000	A0000000000000		nan	N
1386	A0600206304000	전호건조				5	A0600206300000	A0000000000000		nan	N
1387	A0600206308000	전호냉동				5	A0600206300000	A0000000000000		nan	N
1388	A0600206400000	비파엽		비파(잎)		4	A0600200000000	A0000000000000		nan	N
1389	A0600206404000	비파엽건조		비파(잎)		5	A0600206400000	A0000000000000		nan	N
1390	A0600206408000	비파엽냉동		비파(잎)		5	A0600206400000	A0000000000000		nan	N
1391	A0600206500000	짚신나물		"큰골집신나물, 용아초, 선학초, 지동풍, 자모초, 금선초, 자초, 과향초, 익지, 펼비"		4	A0600200000000	A0000000000000	어린잎	nan	N
1392	A0600206504000	짚신나물건조		"큰골집신나물, 용아초, 선학초, 지동풍, 자모초, 금선초, 자초, 과향초, 익지, 펼비"		5	A0600206500000	A0000000000000	어린잎	nan	N
1393	A0600206508000	짚신나물냉동		"큰골집신나물, 용아초, 선학초, 지동풍, 자모초, 금선초, 자초, 과향초, 익지, 펼비"		5	A0600206500000	A0000000000000	어린잎	nan	N
1394	A0600206600000	오이풀		"지유초, 지우초, 수박풀, 백지유, 적지유, 삽지유, 샐럿 버넷, 샐러드 버넷, 외나무, 지유"		4	A0600200000000	A0000000000000	어린잎	nan	N
1395	A0600206604000	오이풀건조		"지유초, 지우초, 수박풀, 백지유, 적지유, 삽지유, 샐럿 버넷, 샐러드 버넷, 외나무, 지유"		5	A0600206600000	A0000000000000	어린잎	nan	N
1396	A0600206608000	오이풀냉동		"지유초, 지우초, 수박풀, 백지유, 적지유, 삽지유, 샐럿 버넷, 샐러드 버넷, 외나무, 지유"		5	A0600206600000	A0000000000000	어린잎	nan	N
1397	A0600206700000	꼭두서니		"가삼자리, 꼭두선이, 천초근, 갈퀴잎, 천근, 혈견수, 활혈단, 팔선초, 금잔초, 홍사선"		4	A0600200000000	A0000000000000		nan	N
1398	A0600206704000	꼭두서니건조		"가삼자리, 꼭두선이, 천초근, 갈퀴잎, 천근, 혈견수, 활혈단, 팔선초, 금잔초, 홍사선"		5	A0600206700000	A0000000000000		nan	N
1399	A0600206708000	꼭두서니냉동		"가삼자리, 꼭두선이, 천초근, 갈퀴잎, 천근, 혈견수, 활혈단, 팔선초, 금잔초, 홍사선"		5	A0600206700000	A0000000000000		nan	N
1400	A0600206800000	자운영		"연화초, 홍화채, 쇄미제, 야화생"		4	A0600200000000	A0000000000000		nan	N
1401	A0600206804000	자운영건조		"연화초, 홍화채, 쇄미제, 야화생"		5	A0600206800000	A0000000000000		nan	N
1402	A0600206808000	자운영냉동		"연화초, 홍화채, 쇄미제, 야화생"		5	A0600206800000	A0000000000000		nan	N
1403	A0600206900000	피마자		아주까리		4	A0600200000000	A0000000000000		nan	N
1404	A0600206900000	피마근		아주까리		5	A0600206900000	A0000000000000		피마근	Y00000000002BF
1405	A0600206900000	피마엽		아주까리		5	A0600206900000	A0000000000000		피마엽	Y00000000002C0
1406	A0600206904000	피마자건조		아주까리		5	A0600206900000	A0000000000000		nan	N
1407	A0600206908000	피마자냉동		아주까리		5	A0600206900000	A0000000000000		nan	N
1408	A0600207000000	고들빼기				4	A0600200000000	A0000000000000		nan	N
1409	A0600207004000	고들빼기건조				5	A0600207000000	A0000000000000		nan	N
1410	A0600207008000	고들빼기냉동				5	A0600207000000	A0000000000000		nan	N
1411	A0600207100000	비트(잎)				4	A0600200000000	A0000000000000		nan	N
1412	A0600207104000	비트(잎)건조				5	A0600207100000	A0000000000000		nan	N
1413	A0600207108000	비트(잎)냉동				5	A0600207100000	A0000000000000		nan	N
1414	A0600207200000	피망(잎)				4	A0600200000000	A0000000000000		nan	N
1415	A0600207204000	피망(잎)건조				5	A0600207200000	A0000000000000		nan	N
1416	A0600207208000	피망(잎)냉동				5	A0600207200000	A0000000000000		nan	N
1417	A0600207300000	얼레지		"가재무릇, 산우두, 차저엽산자고, 얼레지나물"		4	A0600200000000	A0000000000000		nan	N
1418	A0600207304000	얼레지건조		"가재무릇, 산우두, 차저엽산자고, 얼레지나물"		5	A0600207300000	A0000000000000		nan	N
1419	A0600207308000	얼레지냉동		"가재무릇, 산우두, 차저엽산자고, 얼레지나물"		5	A0600207300000	A0000000000000		nan	N
