Unnamed: 0	품목분류코드	한글_명	영문_명	이명	정의	레벨	상위_품목_코드	최상위_품목_코드	비고	종류	code
1420	A0600207400000	콩잎				4	A0600200000000	A0000000000000		nan	N
1421	A0600207404000	콩잎건조				5	A0600207400000	A0000000000000		nan	N
1422	A0600207408000	콩잎냉동				5	A0600207400000	A0000000000000		nan	N
1423	A0600207500000	가랏				4	A0600200000000	A0000000000000		nan	N
1424	A0600207504000	가랏건조				5	A0600207500000	A0000000000000		nan	N
1425	A0600207508000	가랏냉동				5	A0600207500000	A0000000000000		nan	N
1426	A0600207600000	적로메인상추		"시저스 레드, 적코스, 레드코스, 적양상추, 미니코스, 코스상추, 시저스 샐러드, 로마상추, 청로메인상추"		4	A0600200000000	A0000000000000		nan	N
1427	A0600207604000	적로메인상추건조		"시저스 레드, 적코스, 레드코스, 적양상추, 미니코스, 코스상추, 시저스 샐러드, 로마상추, 청로메인상추"		5	A0600207600000	A0000000000000		nan	N
1428	A0600207608000	적로메인상추냉동		"시저스 레드, 적코스, 레드코스, 적양상추, 미니코스, 코스상추, 시저스 샐러드, 로마상추, 청로메인상추"		5	A0600207600000	A0000000000000		nan	N
1429	A0600207700000	뽕(잎)				4	A0600200000000	A0000000000000		nan	N
1430	A0600207704000	뽕(잎)건조				5	A0600207700000	A0000000000000		nan	N
1431	A0600207708000	뽕(잎)냉동				5	A0600207700000	A0000000000000		nan	N
1432	A0600207800000	방가지풀		Common Sow Thistle		4	A0600200000000	A0000000000000	어린잎	nan	N
1433	A0600207804000	방가지풀건조		Common Sow Thistle		5	A0600207800000	A0000000000000	어린잎	nan	N
1434	A0600207808000	방가지풀냉동		Common Sow Thistle		5	A0600207800000	A0000000000000	어린잎	nan	N
1435	A0600207900000	번행초				4	A0600200000000	A0000000000000	잎	nan	N
1436	A0600207904000	번행초건조				5	A0600207900000	A0000000000000	잎	nan	N
1437	A0600207908000	번행초냉동				5	A0600207900000	A0000000000000	잎	nan	N
1438	A0600208000000	개미나리				4	A0600200000000	A0000000000000	"잎, 줄기"	nan	N
1439	A0600208004000	개미나리건조				5	A0600208000000	A0000000000000	"잎, 줄기"	nan	N
1440	A0600208008000	개미나리냉동				5	A0600208000000	A0000000000000	"잎, 줄기"	nan	N
1441	A0600208100000	로케트				4	A0600200000000	A0000000000000		nan	N
1442	A0600208104000	로케트건조				5	A0600208100000	A0000000000000		nan	N
1443	A0600208108000	로케트냉동				5	A0600208100000	A0000000000000		nan	N
1444	A0600208200000	알리움후커리	Allium hookeri	삼채		4	A0600200000000	A0000000000000	"잎, 꽃, 알뿌리"	nan	N
1445	A0600208204000	알리움후커리건조	Allium hookeri	삼채		5	A0600208200000	A0000000000000	"잎, 꽃, 알뿌리"	nan	N
1446	A0600208208000	알리움후커리냉동	Allium hookeri	삼채		5	A0600208200000	A0000000000000	"잎, 꽃, 알뿌리"	nan	N
1447	A0600208300000	알터난세라 쎄실리스	Mucunuwenna	무쿠누웬나		4	A0600200000000	A0000000000000	잎	nan	N
1448	A0600208304000	알터난세라 쎄실리스건조	Mucunuwenna	무쿠누웬나		5	A0600208300000	A0000000000000	잎	nan	N
1449	A0600208308000	알터난세라 쎄실리스냉동	Mucunuwenna	무쿠누웬나		5	A0600208300000	A0000000000000	잎	nan	N
1450	A0600208400000	기타엽채류				4	A0600200000000	A0000000000000		nan	N
1451	A0600208404000	기타엽채류건조				5	A0600208400000	A0000000000000		nan	N
1452	A0600208408000	기타엽채류냉동				5	A0600208400000	A0000000000000		nan	N
1453	A0600300000000	엽경채류				3	A0600000000000	A0000000000000		nan	N
1454	A0600300100000	파		총백		4	A0600300000000	A0000000000000		nan	N
1455	A0600300100000	대파		총백		5	A0600300100000	A0000000000000		대파	Y00000000002C1
1456	A0600300100000	쪽파		총백		5	A0600300100000	A0000000000000		쪽파	Y00000000002C2
1457	A0600300100000	실파		총백		5	A0600300100000	A0000000000000		실파	Y00000000002C3
1458	A0600300104000	파건조				5	A0600300100000	A0000000000000		nan	N
1459	A0600300108000	파냉동		총백		5	A0600300100000	A0000000000000		nan	N
1460	A0600300200000	부추		구자		4	A0600300000000	A0000000000000		nan	N
1461	A0600300200000	조선부추		구자		5	A0600300200000	A0000000000000		조선부추	Y00000000002C4
1462	A0600300200000	영양부추		구자		5	A0600300200000	A0000000000000		영양부추	Y00000000002C5
1463	A0600300200000	호부추		구자		5	A0600300200000	A0000000000000		호부추	Y00000000002C6
1464	A0600300204000	부추건조		구자		5	A0600300200000	A0000000000000		nan	N
1465	A0600300208000	부추냉동		구자		5	A0600300200000	A0000000000000		nan	N
1466	A0600300300000	미나리				4	A0600300000000	A0000000000000		nan	N
1467	A0600300300000	돌미나리				5	A0600300300000	A0000000000000		돌미나리	Y00000000002C7
1468	A0600300300000	수경미나리				5	A0600300300000	A0000000000000		수경미나리	Y00000000002C8
1469	A0600300300000	야생미나리				5	A0600300300000	A0000000000000		야생미나리	Y00000000002C9
1470	A0600300304000	미나리건조				5	A0600300300000	A0000000000000		nan	N
1471	A0600300308000	미나리냉동				5	A0600300300000	A0000000000000		nan	N
1472	A0600300400000	고구마줄기		고구마순		4	A0600300000000	A0000000000000		nan	N
1473	A0600300400000	생고구마순		고구마순		5	A0600300400000	A0000000000000		생고구마순	Y00000000002CA
1474	A0600300400000	건고구마순		고구마순		5	A0600300400000	A0000000000000		건고구마순	Y00000000002CB
1475	A0600300400000	삶은고구마순		고구마순		5	A0600300400000	A0000000000000		삶은고구마순	Y00000000002CC
1476	A0600300400000	청고구마순		고구마순		5	A0600300400000	A0000000000000		청고구마순	Y00000000002CD
1477	A0600300400000	홍고구마순		고구마순		5	A0600300400000	A0000000000000		홍고구마순	Y00000000002CE
1478	A0600300404000	고구마줄기건조				5	A0600300400000	A0000000000000		nan	N
1479	A0600300408000	고구마줄기냉동				5	A0600300400000	A0000000000000		nan	N
1480	A0600300500000	토란줄기				4	A0600300000000	A0000000000000		nan	N
1481	A0600300504000	토란줄기건조				5	A0600300500000	A0000000000000		nan	N
1482	A0600300508000	토란줄기냉동				5	A0600300500000	A0000000000000		nan	N
1483	A0600300600000	고사리		궐채		4	A0600300000000	A0000000000000		nan	N
1484	A0600300600000	물고사리		궐채		5	A0600300600000	A0000000000000		물고사리	Y00000000002CF
1485	A0600300600000	북한산고사리		궐채		5	A0600300600000	A0000000000000		북한산고사리	Y00000000002D0
1486	A0600300604000	고사리건조		궐채		5	A0600300600000	A0000000000000		nan	N
1487	A0600300608000	고사리냉동		궐채		5	A0600300600000	A0000000000000		nan	N
1488	A0600300700000	아스파라거스		소백부		4	A0600300000000	A0000000000000		nan	N
1489	A0600300704000	아스파라거스건조		소백부		5	A0600300700000	A0000000000000		nan	N
1490	A0600300708000	아스파라거스냉동		소백부		5	A0600300700000	A0000000000000		nan	N
1491	A0600300800000	셀러리		양미나리		4	A0600300000000	A0000000000000		nan	N
1492	A0600300800000	잎셀러리		양미나리		5	A0600300800000	A0000000000000		잎셀러리	Y00000000002D1
1493	A0600300800000	레드셀러리		양미나리		5	A0600300800000	A0000000000000		레드셀러리	Y00000000002D2
1494	A0600300804000	셀러리건조				5	A0600300800000	A0000000000000		nan	N
1495	A0600300808000	셀러리냉동				5	A0600300800000	A0000000000000		nan	N
1496	A0600300900000	죽순				4	A0600300000000	A0000000000000		nan	N
1497	A0600300900000	왕죽순				5	A0600300900000	A0000000000000		왕죽순	Y00000000002D3
1498	A0600300900000	분죽순				5	A0600300900000	A0000000000000		분죽순	Y00000000002D4
1499	A0600300900000	맹종죽순				5	A0600300900000	A0000000000000		맹종죽순	Y00000000002D5
1500	A0600300904000	죽순건조				5	A0600300900000	A0000000000000		nan	N
1501	A0600300908000	죽순냉동				5	A0600300900000	A0000000000000		nan	N
1502	A0600301000000	콜라비		순무양배추		4	A0600300000000	A0000000000000		nan	N
1503	A0600301000000	청콜라비		순무양배추		5	A0600301000000	A0000000000000		청콜라비	Y00000000002D6
1504	A0600301000000	적콜라비		순무양배추		5	A0600301000000	A0000000000000		적콜라비	Y00000000002D7
1505	A0600301004000	콜라비건조		순무양배추		5	A0600301000000	A0000000000000		nan	N
1506	A0600301008000	콜라비냉동		순무양배추		5	A0600301000000	A0000000000000		nan	N
1507	A0600301100000	원추리				4	A0600300000000	A0000000000000		nan	N
1508	A0600301104000	원추리건조				5	A0600301100000	A0000000000000		nan	N
1509	A0600301108000	원추리냉동				5	A0600301100000	A0000000000000		nan	N
1510	A0600301200000	두릅				4	A0600300000000	A0000000000000		nan	N
1511	A0600301200000	땅두릅				5	A0600301200000	A0000000000000		땅두릅	Y00000000002D8
1512	A0600301200000	개두릅				5	A0600301200000	A0000000000000		개두릅	Y00000000002D9
1513	A0600301200000	참두릅				5	A0600301200000	A0000000000000		참두릅	Y00000000002DA
1514	A0600301200000	염장두릅				5	A0600301200000	A0000000000000		염장두릅	Y00000000002DB
1515	A0600301204000	두릅건조				5	A0600301200000	A0000000000000		nan	N
1516	A0600301208000	두릅냉동				5	A0600301200000	A0000000000000		nan	N
1517	A0600301300000	달래		"산달래, 해백"		4	A0600300000000	A0000000000000		nan	N
1518	A0600301304000	달래건조		"산달래, 해백"		5	A0600301300000	A0000000000000		nan	N
1519	A0600301308000	달래냉동		"산달래, 해백"		5	A0600301300000	A0000000000000		nan	N
1520	A0600301400000	고비				4	A0600300000000	A0000000000000		nan	N
1521	A0600301404000	고비건조				5	A0600301400000	A0000000000000		nan	N
1522	A0600301408000	고비냉동				5	A0600301400000	A0000000000000		nan	N
1523	A0600301500000	풋마늘				4	A0600300000000	A0000000000000		nan	N
1524	A0600301504000	풋마늘건조				5	A0600301500000	A0000000000000		nan	N
1525	A0600301508000	풋마늘냉동				5	A0600301500000	A0000000000000		nan	N
1526	A0600301600000	마늘쫑				4	A0600300000000	A0000000000000		nan	N
1527	A0600301604000	마늘쫑건조				5	A0600301600000	A0000000000000		nan	N
1528	A0600301608000	마늘쫑냉동				5	A0600301600000	A0000000000000		nan	N
1529	A0600301700000	돌나물				4	A0600300000000	A0000000000000		nan	N
1530	A0600301704000	돌나물건조				5	A0600301700000	A0000000000000		nan	N
1531	A0600301708000	돌나물냉동				5	A0600301700000	A0000000000000		nan	N
1532	A0600301800000	락교				4	A0600300000000	A0000000000000		nan	N
1533	A0600301804000	락교건조				5	A0600301800000	A0000000000000		nan	N
1534	A0600301808000	락교냉동				5	A0600301800000	A0000000000000		nan	N
1535	A0600301900000	미역취(어린순)				4	A0600300000000	A0000000000000		nan	N
1536	A0600301904000	미역취(어린순)건조				5	A0600301900000	A0000000000000		nan	N
1537	A0600301908000	미역취(어린순)냉동				5	A0600301900000	A0000000000000		nan	N
1538	A0600302000000	왜당귀(어린순)				4	A0600300000000	A0000000000000		nan	N
1539	A0600302004000	왜당귀(어린순)건조				5	A0600302000000	A0000000000000		nan	N
1540	A0600302008000	왜당귀(어린순)냉동				5	A0600302000000	A0000000000000		nan	N
1541	A0600302100000	대산				4	A0600300000000	A0000000000000		nan	N
1542	A0600302104000	대산건조				5	A0600302100000	A0000000000000		nan	N
1543	A0600302108000	대산냉동				5	A0600302100000	A0000000000000		nan	N
1544	A0600302200000	열무				4	A0600300000000	A0000000000000		nan	N
1545	A0600302204000	열무건조				5	A0600302200000	A0000000000000		nan	N
1546	A0600302208000	열무냉동				5	A0600302200000	A0000000000000		nan	N
1547	A0600302300000	콩나물				4	A0600300000000	A0000000000000		nan	N
1548	A0600302304000	콩나물건조				5	A0600302300000	A0000000000000		nan	N
1549	A0600302308000	콩나물냉동				5	A0600302300000	A0000000000000		nan	N
1550	A0600302400000	숙주나물				4	A0600300000000	A0000000000000		nan	N
1551	A0600302404000	숙주나물건조				5	A0600302400000	A0000000000000		nan	N
1552	A0600302408000	숙주나물냉동				5	A0600302400000	A0000000000000		nan	N
1553	A0600302500000	오가피				4	A0600300000000	A0000000000000		nan	N
1554	A0600302504000	오가피건조				5	A0600302500000	A0000000000000		nan	N
1555	A0600302508000	오가피냉동				5	A0600302500000	A0000000000000		nan	N
1556	A0600302600000	잔대				4	A0600300000000	A0000000000000		nan	N
1557	A0600302604000	잔대건조				5	A0600302600000	A0000000000000		nan	N
1558	A0600302608000	잔대냉동				5	A0600302600000	A0000000000000		nan	N
1559	A0600302700000	갯기름나물		식방풍		4	A0600300000000	A0000000000000		nan	N
1560	A0600302704000	갯기름나물건조		식방풍		5	A0600302700000	A0000000000000		nan	N
1561	A0600302708000	갯기름나물냉동		식방풍		5	A0600302700000	A0000000000000		nan	N
1562	A0600302800000	인동				4	A0600300000000	A0000000000000	잎 및 줄기	nan	N
1563	A0600302804000	인동건조				5	A0600302800000	A0000000000000	잎 및 줄기	nan	N
1564	A0600302808000	인동냉동				5	A0600302800000	A0000000000000	잎 및 줄기	nan	N
1565	A0600302900000	한삼덩굴		"환삼덩굴, 범삼덩굴, 율초"		4	A0600300000000	A0000000000000		nan	N
1566	A0600302904000	한삼덩굴건조		"환삼덩굴, 범삼덩굴, 율초"		5	A0600302900000	A0000000000000		nan	N
1567	A0600302908000	한삼덩굴냉동		"환삼덩굴, 범삼덩굴, 율초"		5	A0600302900000	A0000000000000		nan	N
1568	A0600303000000	개미취		"자원, 소판, 협판채, 산백채, 자완, 자와"		4	A0600300000000	A0000000000000	어린순	nan	N
1569	A0600303004000	개미취건조		"자원, 소판, 협판채, 산백채, 자완, 자와"		5	A0600303000000	A0000000000000	어린순	nan	N
1570	A0600303008000	개미취냉동		"자원, 소판, 협판채, 산백채, 자완, 자와"		5	A0600303000000	A0000000000000	어린순	nan	N
1571	A0600303100000	개별꽃		"태자삼, 들별꽃"		4	A0600300000000	A0000000000000	"어린잎, 어린줄기"	nan	N
1572	A0600303104000	개별꽃건조		"태자삼, 들별꽃"		5	A0600303100000	A0000000000000	"어린잎, 어린줄기"	nan	N
1573	A0600303108000	개별꽃냉동		"태자삼, 들별꽃"		5	A0600303100000	A0000000000000	"어린잎, 어린줄기"	nan	N
1574	A0600303200000	청미래덩굴				4	A0600300000000	A0000000000000	"어린잎, 어린순"	nan	N
1575	A0600303204000	청미래덩굴건조				5	A0600303200000	A0000000000000	"어린잎, 어린순"	nan	N
1576	A0600303208000	청미래덩굴냉동				5	A0600303200000	A0000000000000	"어린잎, 어린순"	nan	N
1577	A0600303300000	마타리				4	A0600300000000	A0000000000000		nan	N
1578	A0600303304000	마타리건조				5	A0600303300000	A0000000000000		nan	N
1579	A0600303308000	마타리냉동				5	A0600303300000	A0000000000000		nan	N
1580	A0600303400000	마디풀		"옥매듭, 돼지풀, 편축"		4	A0600300000000	A0000000000000	"어린잎, 어린순"	nan	N
1581	A0600303404000	마디풀건조		"옥매듭, 돼지풀, 편축"		5	A0600303400000	A0000000000000	"어린잎, 어린순"	nan	N
1582	A0600303408000	마디풀냉동		"옥매듭, 돼지풀, 편축"		5	A0600303400000	A0000000000000	"어린잎, 어린순"	nan	N
1583	A0600303500000	호장근				4	A0600300000000	A0000000000000		nan	N
1584	A0600303504000	호장근건조				5	A0600303500000	A0000000000000		nan	N
1585	A0600303508000	호장근냉동				5	A0600303500000	A0000000000000		nan	N
1586	A0600303600000	갈퀴나물				4	A0600300000000	A0000000000000	어린순	nan	N
1587	A0600303604000	갈퀴나물건조				5	A0600303600000	A0000000000000	어린순	nan	N
1588	A0600303608000	갈퀴나물냉동				5	A0600303600000	A0000000000000	어린순	nan	N
1589	A0600303700000	갈퀴덩굴				4	A0600300000000	A0000000000000	"어린잎, 순"	nan	N
1590	A0600303704000	갈퀴덩굴건조				5	A0600303700000	A0000000000000	"어린잎, 순"	nan	N
1591	A0600303708000	갈퀴덩굴냉동				5	A0600303700000	A0000000000000	"어린잎, 순"	nan	N
1592	A0600303800000	쇠비름		"Purslane, 마치현"		4	A0600300000000	A0000000000000	"어린잎, 순, 어린줄기"	nan	N
1593	A0600303804000	쇠비름건조		"Purslane, 마치현"		5	A0600303800000	A0000000000000	"어린잎, 순, 어린줄기"	nan	N
1594	A0600303808000	쇠비름냉동		"Purslane, 마치현"		5	A0600303800000	A0000000000000	"어린잎, 순, 어린줄기"	nan	N
1595	A0600303900000	머위대				4	A0600300000000	A0000000000000	줄기	nan	N
1596	A0600303904000	머위대건조				5	A0600303900000	A0000000000000	줄기	nan	N
1597	A0600303908000	머위대냉동				5	A0600303900000	A0000000000000	줄기	nan	N
1598	A0600304000000	무청				4	A0600300000000	A0000000000000		nan	N
1599	A0600304004000	무청건조				5	A0600304000000	A0000000000000		nan	N
1600	A0600304008000	무청냉동				5	A0600304000000	A0000000000000		nan	N
1601	A0600304100000	무순				4	A0600300000000	A0000000000000		nan	N
1602	A0600304104000	무순건조				5	A0600304100000	A0000000000000		nan	N
1603	A0600304108000	무순냉동				5	A0600304100000	A0000000000000		nan	N
1604	A0600304200000	쌈추				4	A0600300000000	A0000000000000		nan	N
1605	A0600304204000	쌈추건조				5	A0600304200000	A0000000000000		nan	N
