,일련번호,메뉴명,새 재료정보,종류,용량,단위,새 재료정보 추출
11150,774,봄주먹밥,다진마늘 4g,0,4,g,다진마늘
11151,774,봄주먹밥,붉은고추 4g,0,4,g,붉은고추
11152,775,구운 주먹밥,현미(100g),0,100,g,현미
11153,775,구운 주먹밥,톳(30g),0,30,g,톳
11154,775,구운 주먹밥,생김(5g),0,5,g,생김
11155,775,구운 주먹밥,달걀(50g),0,50,g,달걀
11156,775,구운 주먹밥,밥 밑간 참기름(4g),2,4,g,밥밑간참기름
11157,775,구운 주먹밥,참깨(2g),0,2,g,참깨
11158,775,구운 주먹밥,톳 무침양념 설탕(2g),2,2,g,톳무침양념설탕
11159,775,구운 주먹밥,식초(2g),2,2,g,식초
11160,776,깻잎장아찌롤,쌀(200g),0,200,g,쌀
11161,776,깻잎장아찌롤,깻잎장아찌(30g),0,30,g,깻잎장아찌
11162,776,깻잎장아찌롤,김(5g),0,5,g,김
11163,776,깻잎장아찌롤,새싹(20g),0,20,g,새싹
11164,776,깻잎장아찌롤,밥 밑간 참기름(5g),2,5,g,밥밑간참기름
11165,776,깻잎장아찌롤,참깨(3g),0,3,g,참깨
11166,776,깻잎장아찌롤,허브타르타르드레싱 양파(20g),0,20,g,허브타르타르드레싱양파
11167,776,깻잎장아찌롤,피클(20g),0,20,g,피클
11168,776,깻잎장아찌롤,삶은달걀(60g),0,60,g,삶은달걀
11169,776,깻잎장아찌롤,마요네즈(20g),0,20,g,마요네즈
11170,776,깻잎장아찌롤,머스터드소스 설탕(3g),2,3,g,머스터드소스설탕
11171,776,깻잎장아찌롤,물(5g),0,5,g,물
11172,776,깻잎장아찌롤,머스터드조스(1.5g),0,1.5,g,머스터드조스
11173,777,롤 삼계탕,주재료,0,0,,주재료
11174,777,롤 삼계탕,마 30g(1/3개),0,30,g,마
11175,777,롤 삼계탕,대추20g(10개),0,20,g,대추
11176,777,롤 삼계탕,은행35g(25개),0,35,g,은행
11177,777,롤 삼계탕,단호박 40g(1/8개),0,40,g,단호박
11178,777,롤 삼계탕,아스파라거스 15g(1/3개),0,15,g,아스파라거스
11179,777,롤 삼계탕,영콘 20g(1개),0,20,g,영콘
11180,777,롤 삼계탕,마늘 10g(2개),0,10,g,마늘
11181,777,롤 삼계탕,쌀 200g(1컴),0,200,g,쌀
11182,777,롤 삼계탕,육수,0,0,,육수
11183,777,롤 삼계탕,닭 550g(1마리),0,550,g,닭
11184,777,롤 삼계탕,파 15g(1큰술),0,15,g,파
11185,777,롤 삼계탕,마늘 15(3개),0,0,,마늘
11186,779,효종갱(曉鍾羹),재료,0,0,,재료
11187,779,효종갱(曉鍾羹),배추(20g),0,20,g,배추
11188,779,효종갱(曉鍾羹),무(10g),0,10,g,무
11189,779,효종갱(曉鍾羹),느타리버섯(20g) 육수,0,20,g,느타리버섯
11190,779,효종갱(曉鍾羹),쇠고기(양지 50g,0,50,g,쇠고기
11191,779,효종갱(曉鍾羹),갈비 50g),0,50,g,갈비
11192,779,효종갱(曉鍾羹),양파(40g),0,40,g,양파
11193,779,효종갱(曉鍾羹),마늘(10g),0,10,g,마늘
11194,779,효종갱(曉鍾羹),물(300g) 양념,0,300,g,물
11195,779,효종갱(曉鍾羹),저염간장(10g),2,10,g,저염간장
11196,781,갯벌의 여왕 모시조개의 달콤한 유혹,바지락(모시조개( 200g(30개),0,200,g,바지락
11197,781,갯벌의 여왕 모시조개의 달콤한 유혹,양파 15g(2,0,15,g,양파
11198,781,갯벌의 여왕 모시조개의 달콤한 유혹,마늘 10g(2쪽),0,10,g,마늘
11199,781,갯벌의 여왕 모시조개의 달콤한 유혹,마른 홍고추 1g(1/5개),0,1,g,마른홍고추
11200,781,갯벌의 여왕 모시조개의 달콤한 유혹,올리브유 15g(1큰술),2,15,g,올리브유
11201,781,갯벌의 여왕 모시조개의 달콤한 유혹,호이트와인 15ml(1큰술),0,0,,호이트와인
11202,781,갯벌의 여왕 모시조개의 달콤한 유혹,쳥양고추 3g(1/3개),0,3,g,쳥양고추
11203,781,갯벌의 여왕 모시조개의 달콤한 유혹,저염치즈 10g(2작은술),0,10,g,저염치즈
11204,781,갯벌의 여왕 모시조개의 달콤한 유혹,후추 약간,2,0,,후추약간
11205,781,갯벌의 여왕 모시조개의 달콤한 유혹,바질 약간,0,0,,바질약간
11206,782,고구마 타락죽,고구마 20g,0,20,g,고구마
11207,782,고구마 타락죽,양송이버섯 15g,0,15,g,양송이버섯
11208,782,고구마 타락죽,양파 10g,0,10,g,양파
11209,782,고구마 타락죽,느타리버섯 7g,0,7,g,느타리버섯
11210,782,고구마 타락죽,현미(불린것) 30g,0,30,g,현미
11211,782,고구마 타락죽,저지방우유 130g,0,130,g,저지방우유
11212,782,고구마 타락죽,식용유 20g,0,20,g,식용유
11213,782,고구마 타락죽,물 100g,0,100,g,물
11214,784,두부 채소 볶음밥,밥 150g,0,150,g,밥
11215,784,두부 채소 볶음밥,두부 70g,0,70,g,두부
11216,784,두부 채소 볶음밥,표고버섯(마른것) 10g,0,10,g,표고버섯
11217,784,두부 채소 볶음밥,당근 5g,0,5,g,당근
11218,784,두부 채소 볶음밥,감자 5g,0,5,g,감자
11219,784,두부 채소 볶음밥,청피망 5g,2,5,g,청피망
11220,784,두부 채소 볶음밥,홍피망 5g,0,5,g,홍피망
11221,784,두부 채소 볶음밥,오이 10g,0,10,g,오이
11222,784,두부 채소 볶음밥,애호박 10g,0,10,g,애호박
11223,784,두부 채소 볶음밥,소금 0.2g,2,0.2,g,소금
11224,784,두부 채소 볶음밥,소스소개,0,0,,소스소개
11225,784,두부 채소 볶음밥,간장 2g,2,2,g,간장
11226,784,두부 채소 볶음밥,청고추 0.5g,2,0.5,g,청고추
11227,784,두부 채소 볶음밥,홍고추 0.5g,0,0.5,g,홍고추
11228,784,두부 채소 볶음밥,통깨 0.2g,0,0.2,g,통깨
11229,784,두부 채소 볶음밥,참기름 2g,2,2,g,참기름
11230,784,두부 채소 볶음밥,다시마물 5g,0,5,g,다시마물
11231,1049,건강 마늘 꿀환,마늘 50g,0,50,g,마늘
11232,1049,건강 마늘 꿀환,잣 2g,0,2,g,잣
11233,1049,건강 마늘 꿀환,꿀 10g,2,10,g,꿀
11234,1049,건강 마늘 꿀환,검은깨 5g,0,5,g,검은깨
11235,1049,건강 마늘 꿀환,카스텔라가루 10g,0,10,g,카스텔라가루
11236,1051,과일 샐러드 또띠아,자몽 30g,0,30,g,자몽
11237,1051,과일 샐러드 또띠아,오렌지 30g,0,30,g,오렌지
11238,1051,과일 샐러드 또띠아,키위 30g,0,30,g,키위
11239,1051,과일 샐러드 또띠아,사과 30g,0,30,g,사과
11240,1051,과일 샐러드 또띠아,플레인 요구르트 30g,0,30,g,플레인요구르트
11241,1051,과일 샐러드 또띠아,꿀 5g,2,5,g,꿀
11242,1051,과일 샐러드 또띠아,또띠아 45g,0,45,g,또띠아
11243,1054,수박 화채,찹쌀가루 12g,0,12,g,찹쌀가루
11244,1054,수박 화채,물 8g,0,8,g,물
11245,1054,수박 화채,수박 180g,0,180,g,수박
11246,1054,수박 화채,팥 5g,0,5,g,팥
11247,1054,수박 화채,설탕 5g,2,5,g,설탕
11248,1055,우유 생강차,우유 180g,0,180,g,우유
11249,1055,우유 생강차,생강 10g,0,10,g,생강
11250,1055,우유 생강차,꿀 6g,2,6,g,꿀
11251,1055,우유 생강차,깨소금 3g,2,3,g,깨소금
11252,1055,우유 생강차,계피가루 1g,0,1,g,계피가루
11253,1056,레몬 들깨 소스를 품은 떡꼬치,떡꼬치,0,0,,떡꼬치
11254,1056,레몬 들깨 소스를 품은 떡꼬치,쌀떡 90g,0,90,g,쌀떡
11255,1056,레몬 들깨 소스를 품은 떡꼬치,ghen 10g(1알),0,10,g,알
11256,1056,레몬 들깨 소스를 품은 떡꼬치,잣 5g(5알),0,5,g,잣
11257,1056,레몬 들깨 소스를 품은 떡꼬치,식용유 30g(2큰술),0,30,g,식용유
11258,1056,레몬 들깨 소스를 품은 떡꼬치,꼬치용 꼬치 6개,0,0,,꼬치용꼬치
11259,1056,레몬 들깨 소스를 품은 떡꼬치,레몬 들깨 소스,0,0,,레몬들깨소스
11260,1056,레몬 들깨 소스를 품은 떡꼬치,들깨가루 45g(3큰술),0,45,g,들깨가루
11261,1056,레몬 들깨 소스를 품은 떡꼬치,두유 45g(3큰술),0,45,g,두유
11262,1056,레몬 들깨 소스를 품은 떡꼬치,꿀 15g(1큰술),2,15,g,꿀
11263,1056,레몬 들깨 소스를 품은 떡꼬치,물 15ml(1큰술),0,0,,물
11264,1056,레몬 들깨 소스를 품은 떡꼬치,참기름 7g(1작은술),2,7,g,참기름
11265,1056,레몬 들깨 소스를 품은 떡꼬치,레몬즙 7g(1작은술),2,7,g,레몬즙
11266,1056,레몬 들깨 소스를 품은 떡꼬치,검은깨 5g(1작은술),0,5,g,검은깨
11267,1057,누룽지 요거트 파르페,누룽지,0,0,,누룽지
11268,1057,누룽지 요거트 파르페,밥 210g(1공기),0,210,g,밥
11269,1057,누룽지 요거트 파르페,요거트파르페,0,0,,요거트파르페
11270,1057,누룽지 요거트 파르페,오렌지 40g(1/5개),0,40,g,오렌지
11271,1057,누룽지 요거트 파르페,사과 30g(1/5개),0,30,g,사과
11272,1057,누룽지 요거트 파르페,요거트 200g(1컵),0,200,g,요거트
11273,1057,누룽지 요거트 파르페,블루베리 30g(2큰술),0,30,g,블루베리
11274,1058,자색고구마 호떡,반죽,0,0,,반죽
11275,1058,자색고구마 호떡,찹쌀(30g),0,30,g,찹쌀
11276,1058,자색고구마 호떡,자색고구마 20g,0,20,g,자색고구마
11277,1058,자색고구마 호떡,소금(0.2g),2,0.2,g,소금
11278,1058,자색고구마 호떡,현미휴(3g),0,3,g,현미휴
11279,1058,자색고구마 호떡,물(17g),0,17,g,물
11280,1058,자색고구마 호떡,황설탕(7g) 호떡소,2,7,g,황설탕
11281,1058,자색고구마 호떡,검정깨,0,0,,검정깨
11282,1058,자색고구마 호떡,땅콩,0,0,,땅콩
11283,1058,자색고구마 호떡,호두(각 2g),0,2,g,호두
11284,1058,자색고구마 호떡,찹쌀가루(0.5g),0,0.5,g,찹쌀가루
11285,1058,자색고구마 호떡,계피가루(0.2g),0,0.2,g,계피가루
11286,1059,청국장지짐 케일쌈밥,돼지고기(20g),0,20,g,돼지고기
11287,1059,청국장지짐 케일쌈밥,청국장(30g),2,30,g,청국장
11288,1059,청국장지짐 케일쌈밥,밥(100g),0,100,g,밥
11289,1059,청국장지짐 케일쌈밥,케일(50g),0,50,g,케일
11290,1059,청국장지짐 케일쌈밥,멸치(10g),0,10,g,멸치
11291,1059,청국장지짐 케일쌈밥,무(40g),0,40,g,무
11292,1059,청국장지짐 케일쌈밥,양파(80g),0,80,g,양파
11293,1059,청국장지짐 케일쌈밥,사과(100g),0,100,g,사과
11294,1060,마늘 불고기 덮밥,소고기(불고기용,0,0,,소고기
11295,1060,마늘 불고기 덮밥,쌀(150g),0,150,g,쌀
11296,1060,마늘 불고기 덮밥,새송이버섯(50g),0,50,g,새송이버섯
11297,1060,마늘 불고기 덮밥,당근(30g),0,30,g,당근
11298,1060,마늘 불고기 덮밥,양파(30g),0,30,g,양파
11299,1060,마늘 불고기 덮밥,대파(20g),0,20,g,대파
11300,1060,마늘 불고기 덮밥,마늘,0,0,,마늘
11301,1060,마늘 불고기 덮밥,배(30g),0,30,g,배
11302,1060,마늘 불고기 덮밥,진간장(30g),2,30,g,진간장
11303,1060,마늘 불고기 덮밥,후춧가루(2g),0,2,g,후춧가루
11304,1061,잡곡강정밥,잡곡(50g),0,50,g,잡곡
11305,1061,잡곡강정밥,찹쌀(50g),0,50,g,찹쌀
11306,1061,잡곡강정밥,호두(20g),0,20,g,호두
11307,1061,잡곡강정밥,은행(20g),0,20,g,은행
11308,1061,잡곡강정밥,밤(20g),0,20,g,밤
11309,1061,잡곡강정밥,대추고(60g),0,60,g,대추고
11310,1061,잡곡강정밥,꿀(5g),2,5,g,꿀
11311,1061,잡곡강정밥,간장(15g),2,15,g,간장
11312,1061,잡곡강정밥,소금(2g),2,2,g,소금
11313,1062,함박스테이크 볼 밥,소고기(60g),0,60,g,소고기
11314,1062,함박스테이크 볼 밥,돼지고기(60g),0,60,g,돼지고기
11315,1062,함박스테이크 볼 밥,가래떡(20g),0,20,g,가래떡
11316,1062,함박스테이크 볼 밥,양파(20g),0,20,g,양파
11317,1062,함박스테이크 볼 밥,새송이버섯(20g),0,20,g,새송이버섯
11318,1062,함박스테이크 볼 밥,파프리카(15g),0,15,g,파프리카
11319,1062,함박스테이크 볼 밥,사과(20g),0,20,g,사과
11320,1062,함박스테이크 볼 밥,배(30g),0,30,g,배
11321,1062,함박스테이크 볼 밥,고추장(5g),2,5,g,고추장
11322,1062,함박스테이크 볼 밥,파(10g),0,10,g,파
11323,1062,함박스테이크 볼 밥,마늘(5g),0,5,g,마늘
11324,1062,함박스테이크 볼 밥,간장(5g),2,5,g,간장
11325,1062,함박스테이크 볼 밥,청주(5g),2,5,g,청주
11326,1062,함박스테이크 볼 밥,후춧가루(0.5g),0,0.5,g,후춧가루
11327,1062,함박스테이크 볼 밥,참기름(3g),2,3,g,참기름
11328,1063,곤드레 밥버거,쌀(80g),0,80,g,쌀
11329,1063,곤드레 밥버거,찹쌀(40g),0,40,g,찹쌀
11330,1063,곤드레 밥버거,흑미(40g),0,40,g,흑미
11331,1063,곤드레 밥버거,곤드레나물(50g),0,50,g,곤드레나물
11332,1063,곤드레 밥버거,파프리카(30g),0,30,g,파프리카
11333,1063,곤드레 밥버거,양상추(30g),0,30,g,양상추
11334,1063,곤드레 밥버거,감자(20g),0,20,g,감자
11335,1063,곤드레 밥버거,양파(50g),0,50,g,양파
11336,1063,곤드레 밥버거,깻잎(5장),0,0,,깻잎
11337,1063,곤드레 밥버거,바나나(1/2개),0,0,,바나나
11338,1063,곤드레 밥버거,김(10g),0,10,g,김
11339,1063,곤드레 밥버거,호두(10g),0,10,g,호두
11340,1063,곤드레 밥버거,사과(1/4개),0,0,,사과
11341,1063,곤드레 밥버거,밀가루(30g),0,30,g,밀가루
11342,1063,곤드레 밥버거,빵가루(50g),0,50,g,빵가루
11343,1063,곤드레 밥버거,마요네즈(50g),0,50,g,마요네즈
11344,1063,곤드레 밥버거,된장(30g),2,30,g,된장
11345,1063,곤드레 밥버거,식초(30g),2,30,g,식초
11346,1063,곤드레 밥버거,간장(15g),2,15,g,간장
11347,1063,곤드레 밥버거,참기름(15g),2,15,g,참기름
11348,1063,곤드레 밥버거,들기름(15g),2,15,g,들기름
11349,1063,곤드레 밥버거,소금(0.2g),2,0.2,g,소금
11350,1064,대추닭살리조또,닭고기(가슴살,0,0,,닭고기
11351,1064,대추닭살리조또,쌀(50g),0,50,g,쌀
11352,1064,대추닭살리조또,양파(10g),0,10,g,양파
11353,1064,대추닭살리조또,표고버섯(10g),0,10,g,표고버섯
11354,1064,대추닭살리조또,대추(2알),0,0,,대추
11355,1064,대추닭살리조또,당근(5g),0,5,g,당근
11356,1064,대추닭살리조또,피망(5g),0,5,g,피망
11357,1064,대추닭살리조또,치즈(10g),0,10,g,치즈
11358,1064,대추닭살리조또,우유(50g),0,50,g,우유
11359,1064,대추닭살리조또,마늘(3g),0,3,g,마늘
11360,1064,대추닭살리조또,소금(0.5g),2,0.5,g,소금
11361,1064,대추닭살리조또,후춧가루(0.1g),0,0.1,g,후춧가루
11362,1065,먹골배 카레주먹밥,쌀(150g),0,150,g,쌀
11363,1065,먹골배 카레주먹밥,카레가루(70g),0,70,g,카레가루
11364,1065,먹골배 카레주먹밥,묵은지(15g),0,15,g,묵은지
11365,1065,먹골배 카레주먹밥,양파(15g),0,15,g,양파
11366,1065,먹골배 카레주먹밥,애호박(5g),0,5,g,애호박
11367,1065,먹골배 카레주먹밥,가지(5g),0,5,g,가지
11368,1065,먹골배 카레주먹밥,참치(50g),0,50,g,참치
11369,1065,먹골배 카레주먹밥,마요네즈(20g),0,20,g,마요네즈
11370,1066,신호등 통통이(어린이 곤약삼색주먹밥),소고기(10g),0,10,g,소고기
11371,1066,신호등 통통이(어린이 곤약삼색주먹밥),곤약미(30g),0,30,g,곤약미
11372,1066,신호등 통통이(어린이 곤약삼색주먹밥),쌀(30g),0,30,g,쌀
11373,1066,신호등 통통이(어린이 곤약삼색주먹밥),시금치(20g),0,20,g,시금치
11374,1066,신호등 통통이(어린이 곤약삼색주먹밥),당근(20g),0,20,g,당근
11375,1066,신호등 통통이(어린이 곤약삼색주먹밥),멸치(5g),0,5,g,멸치
11376,1066,신호등 통통이(어린이 곤약삼색주먹밥),대파(0.5g),0,0.5,g,대파
11377,1066,신호등 통통이(어린이 곤약삼색주먹밥),달걀(1개),0,0,,달걀
11378,1066,신호등 통통이(어린이 곤약삼색주먹밥),간장(1g),2,1,g,간장
11379,1066,신호등 통통이(어린이 곤약삼색주먹밥),참기름(5g),2,5,g,참기름
11380,1066,신호등 통통이(어린이 곤약삼색주먹밥),소금(1g),2,1,g,소금
11381,1066,신호등 통통이(어린이 곤약삼색주먹밥),후춧가루(0.2g),0,0.2,g,후춧가루
11382,1066,신호등 통통이(어린이 곤약삼색주먹밥),올리고당(3.5g),0,3.5,g,올리고당
11383,1067,양배추롤&참치두부쌈장,밥(150g),0,150,g,밥
11384,1067,양배추롤&참치두부쌈장,양배추(60g),0,60,g,양배추
11385,1067,양배추롤&참치두부쌈장,참치(캔,0,0,,참치
11386,1067,양배추롤&참치두부쌈장,두부(30g),0,30,g,두부
11387,1067,양배추롤&참치두부쌈장,양파(8g),0,8,g,양파
11388,1067,양배추롤&참치두부쌈장,파(5g),0,5,g,파
11389,1067,양배추롤&참치두부쌈장,마늘(5g),0,5,g,마늘
11390,1067,양배추롤&참치두부쌈장,된장(5g),2,5,g,된장
11391,1067,양배추롤&참치두부쌈장,고추장(2g),2,2,g,고추장
11392,1067,양배추롤&참치두부쌈장,매실청(3g),2,3,g,매실청
11393,1067,양배추롤&참치두부쌈장,참기름(1.5g),2,1.5,g,참기름
11394,1067,양배추롤&참치두부쌈장,깨(1g),0,1,g,깨
11395,1067,양배추롤&참치두부쌈장,물(8g),0,8,g,물
11396,785,라비올리 크림소스,양파 17.5g,0,17.5,g,양파
11397,785,라비올리 크림소스,마늘 2.1g,0,2.1,g,마늘
11398,785,라비올리 크림소스,새우살 70g,0,70,g,새우살
11399,785,라비올리 크림소스,게살 17.5g,0,17.5,g,게살
11400,785,라비올리 크림소스,식용유 4.2g,0,4.2,g,식용유
11401,785,라비올리 크림소스,크림 17.5g,0,17.5,g,크림
11402,785,라비올리 크림소스,파마산치즈 4.9g,0,4.9,g,파마산치즈
11403,785,라비올리 크림소스,버터 2.1g,0,2.1,g,버터
11404,785,라비올리 크림소스,라비올리 반죽,0,0,,라비올리반죽
11405,785,라비올리 크림소스,중력분 35g,0,35,g,중력분
11406,785,라비올리 크림소스,강력분 100g,0,100,g,강력분
11407,785,라비올리 크림소스,달걀 38.5g,0,38.5,g,달걀
11408,785,라비올리 크림소스,물 40g,0,40,g,물
11409,785,라비올리 크림소스,시금치 3.5g,0,3.5,g,시금치
11410,785,라비올리 크림소스,비트 3.5g,0,3.5,g,비트
11411,786,라비올리 토마토소스,중력분 25g,0,25,g,중력분
11412,786,라비올리 토마토소스,강력분 25g,0,25,g,강력분
11413,786,라비올리 토마토소스,달걀 12g,0,12,g,달걀
11414,786,라비올리 토마토소스,물 12g,0,12,g,물
11415,786,라비올리 토마토소스,양파 25g,0,25,g,양파
11416,786,라비올리 토마토소스,당근 12g,0,12,g,당근
11417,786,라비올리 토마토소스,토마토 120g  토마토소스,0,120,g,토마토
11418,786,라비올리 토마토소스,셀러리 8g,0,8,g,셀러리
11419,786,라비올리 토마토소스,바질 8g,0,8,g,바질
11420,786,라비올리 토마토소스,오레가노 2.5g,0,2.5,g,오레가노
11421,786,라비올리 토마토소스,로즈마리 2.5g,0,2.5,g,로즈마리
11422,786,라비올리 토마토소스,물필요량,0,0,,물필요량
11423,786,라비올리 토마토소스,설탕 2g,2,2,g,설탕
11424,786,라비올리 토마토소스,마늘다진것 2g 리코타치즈,0,2,g,마늘다진것
11425,786,라비올리 토마토소스,우유 125g,0,125,g,우유
11426,786,라비올리 토마토소스,레몬즙 8g,2,8,g,레몬즙
11427,786,라비올리 토마토소스,차이브 2.5g,0,2.5,g,차이브
11428,786,라비올리 토마토소스,파마산치즈 1g,0,1,g,파마산치즈
11429,787,미역 조랭이 떡국,미역마른것 5g,0,5,g,미역마른것
11430,787,미역 조랭이 떡국,우엉 20g,0,20,g,우엉
11431,787,미역 조랭이 떡국,조랭이 떡 100g,0,100,g,조랭이떡
11432,787,미역 조랭이 떡국,들깨 18g,0,18,g,들깨
11433,787,미역 조랭이 떡국,들기름 4g,2,4,g,들기름
11434,787,미역 조랭이 떡국,마늘 4g,0,4,g,마늘
11435,787,미역 조랭이 떡국,물 300g,0,300,g,물
11436,787,미역 조랭이 떡국,국간장 4g,2,4,g,국간장
11437,788,버섯 리조또,쌀 70g,0,70,g,쌀
11438,788,버섯 리조또,양송이버섯 15g,0,15,g,양송이버섯
11439,788,버섯 리조또,마늘다진것 2g,0,2,g,마늘다진것
11440,788,버섯 리조또,닭육수 180g,0,180,g,닭육수
11441,788,버섯 리조또,파슬리다진것 2g,0,2,g,파슬리다진것
11442,788,버섯 리조또,타임다진것 0.5,0,0,,타임다진것
11443,788,버섯 리조또,올리브오일 1.5g,0,1.5,g,올리브오일
11444,788,버섯 리조또,파마산치즈 3g,0,3,g,파마산치즈
11445,788,버섯 리조또,버터 1g,0,1,g,버터
11446,788,버섯 리조또,소금적당량,2,0,,소금적당량
11447,788,버섯 리조또,후추적당량,2,0,,후추적당량
11448,789,서리태 잣국수,잣 20g,0,20,g,잣
11449,789,서리태 잣국수,서리태 20g,0,20,g,서리태
11450,789,서리태 잣국수,오이 10g,0,10,g,오이
11451,789,서리태 잣국수,밀가루 70g,0,70,g,밀가루
11452,789,서리태 잣국수,소금 0.2g,2,0.2,g,소금
11453,789,서리태 잣국수,체리토마토 10g,0,10,g,체리토마토
11454,789,서리태 잣국수,흑임자 0.5g,0,0.5,g,흑임자
11455,789,서리태 잣국수,물 300g,0,300,g,물
11456,791,쌈밥,밥 140g,0,140,g,밥
11457,791,쌈밥,쇠고기다진것 15g,0,15,g,쇠고기다진것
11458,791,쌈밥,후춧가루 0.01g,0,0.01,g,후춧가루
11459,791,쌈밥,참기름 2g,2,2,g,참기름
11460,791,쌈밥,근대 20g,0,20,g,근대
11461,791,쌈밥,쌈다시마 15g,0,15,g,쌈다시마
11462,791,쌈밥,양배추 20g,0,20,g,양배추
11463,791,쌈밥,케일20g,0,20,g,케일
11464,791,쌈밥,앤다이브 20g,0,20,g,앤다이브
11465,791,쌈밥,깻잎 10g,0,10,g,깻잎
11466,791,쌈밥,미나리 1g,0,1,g,미나리
11467,791,쌈밥,오징어 10g,0,10,g,오징어
11468,791,쌈밥,소스 소개,0,0,,소스소개
11469,791,쌈밥,저나트륨 양념간장,2,0,,저나트륨양념간장
11470,791,쌈밥,간장 6g,2,6,g,간장
11471,791,쌈밥,물 30g,0,30,g,물
11472,791,쌈밥,홍고추 3g,0,3,g,홍고추
11473,791,쌈밥,청고주 2g,2,2,g,청고주
11474,791,쌈밥,저나트륨 초고추장,2,0,,저나트륨초고추장
11475,791,쌈밥,고추장 1g,2,1,g,고추장
11476,791,쌈밥,식초 0.5g,2,0.5,g,식초
11477,791,쌈밥,설탕 0.5g,2,0.5,g,설탕
11478,791,쌈밥,사이다 0.5g,0,0.5,g,사이다
11479,792,영양밥,쌀 30g,0,30,g,쌀
11480,792,영양밥,현미찹쌀 30g,0,30,g,현미찹쌀
11481,792,영양밥,표고버섯 30g,0,30,g,표고버섯
11482,792,영양밥,당근 30g,0,30,g,당근
11483,792,영양밥,대추 7.5g,0,7.5,g,대추
11484,792,영양밥,은행 3g,0,3,g,은행
11485,792,영양밥,밤 12g,0,12,g,밤
11486,792,영양밥,다시마 육수 20g,0,20,g,다시마육수
11487,792,영양밥,소스소개,0,0,,소스소개
11488,792,영양밥,저나트륨 간장양념장,2,0,,저나트륨간장양념장
11489,792,영양밥,간장 1g,2,1,g,간장
11490,792,영양밥,사과쥬스 4g,0,4,g,사과쥬스
11491,792,영양밥,겨자 0.5g,0,0.5,g,겨자
11492,792,영양밥,참기름 3g,2,3,g,참기름
11493,792,영양밥,깨소금 1g,2,1,g,깨소금
11494,792,영양밥,청고추 1g,2,1,g,청고추
11495,792,영양밥,홍고추 1g,0,1,g,홍고추
11496,793,팥죽,팥 40g,0,40,g,팥
11497,793,팥죽,찹쌀가루 30g,0,30,g,찹쌀가루
11498,793,팥죽,찹쌀 10g,0,10,g,찹쌀
11499,793,팥죽,물 300g,0,300,g,물
11500,793,팥죽,설탕기호에따라,2,0,,설탕기호에따라
11501,794,호박만두,애호박 50g,0,50,g,애호박
11502,794,호박만두,표고버섯 10g,0,10,g,표고버섯
11503,794,호박만두,청고추 5g,2,5,g,청고추
11504,794,호박만두,소금 0.1g,2,0.1,g,소금
11505,794,호박만두,시금치 10g,0,10,g,시금치
11506,794,호박만두,참기름 2g,2,2,g,참기름
11507,794,호박만두,통깨 0.4g,0,0.4,g,통깨
11508,794,호박만두,식용유 2g,0,2,g,식용유
11509,794,호박만두,후춧가루 0.2g,0,0.2,g,후춧가루
11510,794,호박만두,밀가루 40g,0,40,g,밀가루
11511,794,호박만두,물 20g,0,20,g,물
11512,794,호박만두,소스소개,0,0,,소스소개
11513,794,호박만두,초간장,2,0,,초간장
11514,794,호박만두,간장 2g,2,2,g,간장
11515,794,호박만두,식초 5g,2,5,g,식초
11516,794,호박만두,물 5g,0,5,g,물
11517,795,감자 팬케익,감자 100g,0,100,g,감자
11518,795,감자 팬케익,양파다진것 15g,0,15,g,양파다진것
11519,795,감자 팬케익,체리 20g,0,20,g,체리
11520,795,감자 팬케익,사과 20g,0,20,g,사과
11521,795,감자 팬케익,청포도 35g,2,35,g,청포도
11522,795,감자 팬케익,식초 1g,2,1,g,식초
11523,795,감자 팬케익,물 200g,0,200,g,물
11524,795,감자 팬케익,달걀흰자 80g,0,80,g,달걀흰자
11525,795,감자 팬케익,밀가루 16g,0,16,g,밀가루
11526,795,감자 팬케익,베이킹 파우더 1g,0,1,g,베이킹파우더
11527,795,감자 팬케익,마늘가루 1g,0,1,g,마늘가루
11528,795,감자 팬케익,후춧가루 0.1g,0,0.1,g,후춧가루
11529,795,감자 팬케익,식용유 4g,0,4,g,식용유
11530,795,감자 팬케익,소스소개,0,0,,소스소개
11531,795,감자 팬케익,과일조림,0,0,,과일조림
11532,795,감자 팬케익,설탕 30g,2,30,g,설탕
11533,795,감자 팬케익,포도주스 50g,0,50,g,포도주스
11534,795,감자 팬케익,레몬주수 15g,0,15,g,레몬주수
11535,795,감자 팬케익,계피가루 0.1g,0,0.1,g,계피가루
11536,796,단호박 두부 포타주,단호박 40g,0,40,g,단호박
11537,796,단호박 두부 포타주,두부작은것 40g,0,40,g,두부작은것
11538,796,단호박 두부 포타주,두유 40g,0,40,g,두유
11539,796,단호박 두부 포타주,다시마국물 150g,0,150,g,다시마국물
11540,796,단호박 두부 포타주,소금 0.5g,2,0.5,g,소금
11541,796,단호박 두부 포타주,후춧가루 0.1g,0,0.1,g,후춧가루
11542,798,쇠고기와 검은콩 요리,쇠고기갈은것 50g,0,50,g,쇠고기갈은것
11543,798,쇠고기와 검은콩 요리,서리태 30g,0,30,g,서리태
11544,798,쇠고기와 검은콩 요리,셀러리 3g,0,3,g,셀러리
11545,798,쇠고기와 검은콩 요리,양파 7.5g,0,7.5,g,양파
11546,798,쇠고기와 검은콩 요리,청피망 4.5g,2,4.5,g,청피망
